区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
山东·潍坊·奎文区,白浪明珠梦幻乐园,1279431009,游乐场,,热度 0.0,山东省潍坊市奎文区泰华假日广场白浪河沿岸（泰华城负一负二楼）,潍坊人自己的主题乐园,"119.117321,36.71595"
山东·潍坊·青云湖,安丘青云湖游乐园,570809432,游乐场,,热度 0.0,山东省安丘市新安南路168号（206国道大汶河国家城市湿地公园附近）,来这里体验国内外流行的亲水游乐项目,"119.226667,36.472486"
山东·潍坊·青州市,黄花溪,1609814426,自然风光,4A景区,热度 0.0,山东省青州市,被众多游客称为“北方九寨沟”,"118.262973,36.527383"
山东·潍坊·青州市,青州古城,1037078180,文化古迹,5A景区,热度 0.0,山东省潍坊市青州古城,历史悠久的明清府衙驻地,"118.485248,36.690079"
山东·潍坊·青州市,井塘古村,142222851,文化古迹,,热度 0.0,山东省潍坊市青州市区西南15公里处王府街道办事处,历经500余年沧桑的明代建筑风貌古村落,"118.405473,36.60834"
山东·潍坊·青州市,仰天山国家森林公园,2617650175,公园,4A景区,热度 0.78,山东省潍坊青州市王坟镇仰天山路,林海茫茫，动植物种类繁多，自然环境幽美,"118.295739,36.468742"
山东·潍坊·青州市,王府荷花窑洞度假区,3383342671,农家度假,,热度 0.0,潍坊市青州王府街道S325省道,王府荷花窑洞旅游度假区位于史店村南山，由青州市牛角岭乡村旅游开发有限公司投资建设。总投资1亿元，规划用地面积500亩。,"118.304289,36.643938"
山东·潍坊·青州市,青州泰和旅游区,3686550549,农家度假,4A景区,热度 0.0,山东省潍坊青州市青州泰和旅游区,融人文景观与自然风光于一体的风景区,"118.270875,36.549218"
山东·潍坊·寿光市,林海生态博览园,3638573923,公园,4A景区,热度 0.0,山东省潍坊寿光市羊口镇寿光林场,"映日荷花别样红,游湖赏荷走起来","118.747582,37.153708"
山东·潍坊·潍城区,潍坊海上明珠乐园,2619480457,游乐场,,热度 0.0,山东省潍坊市潍城区卧龙西街3888号（清平街与卧龙西街交叉口往西，鲁台会展中心东邻，潍城区潍坊奥林匹克公园北邻）,金秋马戏嘉年华、海上明珠游乐园！,"119.078908,36.73784"
山东·潍坊·潍坊浮烟山休闲旅游度假区,潍坊浮烟山高尔夫俱乐部,2686490674,运动健身,,热度 0.0,山东潍坊浮烟山风景区内,距离市区较近的一座球场,"119.013134,36.646912"
山东·潍坊·诸城市,诸城恐龙博物馆,3887717462,展馆,4A景区,热度 0.0,山东诸城密州路西恐龙公园大门西,土鸭嘴龙、鹦鹉嘴龙、原角龙等多种恐龙化石,"119.402242,36.016585"
山东·潍坊·诸城市,诸城中国暴龙馆,4130173839,展馆,,热度 0.0,山东省潍坊市诸城,首次发现的大型尖角龙颈盾化石,"119.345322,35.951218"
山东·潍坊·诸城市,诸城恐龙文化旅游区,248230825,展馆,,热度 0.0,山东省诸城市龙都街道龙乡街338号,以龙立方为主题,"119.402242,36.016585"
山东·潍坊·诸城市,龙塔,3545508972,城市观光,,热度 0.0,山东潍坊诸城市密州西路7号,诸城广播电视发射塔又称龙塔。1995年1月8日动工，1997年5月1日落成，塔高181.6米，总投资1600万元。龙塔位,"119.397606,36.01613"
山东·潍坊·诸城市,体育中心羽毛球馆,3036049052,运动健身,,热度 0.0,山东潍坊诸城市密州西路体育中心内,诸城市体育中心羽毛球馆，位于密州路体育中心内，拥有专业羽毛球场地，木地板上铺塑胶地板，专业的羽毛球侧光灯，可以淋浴，超大,"119.3962,36.016755"
山东·烟台,张裕卡斯特酒庄,1520160471,农家度假,,热度 0.0,山东省烟台市经济技术开发区北于家,非常漂亮又非常专业的酒庄,"121.182765,37.57921"
山东·烟台·福山区,张裕国际葡萄酒城旅游区,3637810619,农家度假,4A景区,热度 0.0,山东省烟台市福山区古镇办事处,亚洲首座葡萄酒主题乐园,"121.183189,37.579376"
山东·烟台·福山区,东方生态园,2087976035,农家度假,,热度 0.0,山东省烟台福山区开发区北京南路8号,园内小桥流水，鸟鸣虫叫,"121.201491,37.565632"
山东·烟台·海阳市,招虎山森林公园,3723340730,公园,4A景区,热度 0.7,山东省烟台市海阳市山海路,气候宜人，冬暖夏凉，想想都醉了,"121.233991,36.851322"
山东·烟台·黄金文化旅游区,黄金博物馆,1437541184,公园,,热度 0.0,山东省烟台市招远市罗山黄金旅游区,黄金博物馆是4A级景区，为国内规模较大的运用声、光、电、动漫、幻影全息成像等高科技手段打造，融互动、参与 、体验于一体的,"120.487912,37.449516"
山东·烟台·黄金文化旅游区,淘金小镇,2366125434,城市观光,,热度 0.0,山东省烟台招远市玲珑镇黄金文化旅游区,以淘金体验为主题的旅游景点,"120.484895,37.453677"
山东·烟台·昆嵛山国家森林公园,无染寺,2657698354,文化古迹,,热度 0.0,山东省烟台市牟平区东南20公里昆嵛山国家森林公园内（烟台市威海市交界处）,人称,"121.782761,37.228493"
山东·烟台·龙口市,龙口南山旅游区,3787024397,自然风光,5A景区,热度 0.72,山东省烟台龙口市东江镇南山旅游景区,福寿南山，养心天堂,"120.481974,37.572253"
山东·烟台·龙口市,翠谷高尔夫俱乐部,404708884,运动健身,,热度 0.0,山东省龙口市南山丹岭高尔夫俱乐部,南山球场中有代表性的山地球场,"120.512068,37.580912"
山东·烟台·牟平区,昆嵛山国家森林公园,1951620485,公园,3A景区,热度 0.72,山东省烟台市牟平区龙泉镇民场,拥峰峦临苍海，秀逸峭拔，佛、道教的圣地,"121.740599,37.292393"
山东·烟台·牟平区,东方（烟台）养马岛高尔夫俱乐部,1917482295,运动健身,,热度 0.0,山东烟台牟平区养马岛白马路9号,坐落于有东方夏威夷之称的山东牟平养马岛上,"121.611064,37.465271"
山东·烟台·蓬莱市,八仙过海景区,1276488866,自然风光,5A景区,热度 0.72,山东省烟台蓬莱市海滨路东8号,放漂心灵，体验澎湃激情，尽享探险之乐,"120.782222,37.831631"
山东·烟台·蓬莱市,蓬莱阁,3062441807,文化古迹,5A景区,热度 1.0,山东省烟台蓬莱市迎宾路7号,道教传说中著名的神仙住所和人间仙境,"120.760473,37.832144"
山东·烟台·蓬莱市,戚继光故里,904852914,文化古迹,,热度 0.7,山东省烟台蓬莱市迎宾路7号蓬莱阁内,建筑庄重肃穆，文化底蕴厚重,"120.760413,37.815925"
山东·烟台·蓬莱市,蓬莱黄金河度假村,4007367786,农家度假,,热度 0.0,山东省烟台市蓬莱市大柳行镇,综合型旅游度假区,"121.07692,37.601485"
山东·烟台·蓬莱市,中粮君顶酒庄,3936412187,农家度假,4A景区,热度 0.0,山东烟台市蓬莱君顶大道1号中粮君顶酒庄,引导以葡萄酒为主题的高品位生活方式,"120.842353,37.765009"
山东·烟台·蓬莱市,苏各兰酒堡,1266198643,农家度假,,热度 0.0,山东省烟台蓬莱市大辛店镇木兰沟村,品尝各种苏格兰特色葡萄酒,"120.907736,37.611919"
山东·烟台·蓬莱市,泰生小镇养生旅游景区,1123587686,农家度假,,热度 0.0,山东省烟台市蓬莱市经济开发区山东路29号,所有人都可以在这里找到自己喜爱的户外活动,"120.851067,37.792468"
山东·烟台·蓬莱市,唐皇山谷国宾酒庄,1076201046,农家度假,,热度 0.0,山东省烟台市蓬莱市国宾路1号,在国际酒庄建筑中独树一帜,"120.777885,37.790129"
山东·烟台·蓬莱市,欧乐堡梦幻世界,3951959984,游乐场,,热度 0.0,山东省烟台蓬莱市海市路三仙山大酒店对面路南,欧洲风情的大型主题乐园,"120.796501,37.821267"
山东·烟台·蓬莱市,登州古船博物馆,374412817,展馆,,热度 0.7,山东烟台蓬莱市蓬莱阁东,是国内第二个陈列古船的专题性博物馆,"120.762598,37.82952"
山东·烟台·蓬莱市,八仙雕塑,610515268,城市观光,,热度 0.0,山东省烟台市蓬莱市钟楼北路(汽车站对面),八仙雕塑标志是蓬莱景区的一个亮点标志,"120.767447,37.829017"
山东·烟台·蓬莱市,文成城堡,492572953,城市观光,,热度 0.0,山东省烟台市蓬莱市刘家沟镇206国道路北文成酒堡,典型的城堡建筑，气势恢宏,"120.958338,37.770614"
山东·烟台·蓬莱市,蓬莱烽台胜境景区,1693695644,城市观光,3A景区,热度 0.0,山东省烟台蓬莱市北沟镇峰台山中路景区,山海神秀之景尽收眼底,"120.636887,37.770572"
山东·烟台·蓬莱市,三仙山温泉游泳馆,3423605035,运动健身,,热度 0.0,山东省蓬莱市海市西路(三仙山风景区西),集温泉养生、游泳健身等为一体的休闲场所,"120.788564,37.828838"
山东·烟台·栖霞市,烟台牟氏庄园,530599406,农家度假,4A景区,热度 0.76,山东省烟台市栖霞市霞光路庄园南街6号,探秘贫民小故宫,"120.840358,37.325902"
山东·烟台·栖霞市,奇石博物馆,3706333653,展馆,,热度 0.0,山东省烟台栖霞市霞光路19号,各种材质、形态石头，近两千余件,"120.842251,37.325049"
山东·烟台·长岛,九丈崖月牙湾地质公园,159403079,公园,3A景区,热度 0.0,山东省烟台市长岛县,向游人流露着自然天成的精美图案,"120.71508889785,37.99298840285"
山东·烟台·长岛县,长岛,1066831477,自然风光,4A景区,热度 0.78,山东省烟台市长岛县长岛风景区,朝看黄海日出，暮观渤海日落,"120.732217,37.921039"
山东·烟台·长岛县,仙境源,3331831324,公园,,热度 0.72,烟台市长岛县南长山镇王沟村,景区内海阔天空，令人心旷神怡，留恋忘返,"120.759143,37.942196"
山东·烟台·长岛县,月牙湾,662750452,公园,,热度 0.72,山东省烟台市长岛县北长山岛最北端,一个珠光宝气的球石世界,"120.720124,37.995654"
山东·烟台·长岛县,林海,3426043357,公园,,热度 0.7,山东省烟台市长岛县,山峦起伏绵延，千亩松涛林海，浪绿波翠,"120.763517,37.901306"
山东·烟台·招远市,罗山国家森林公园,2882175216,公园,3A景区,热度 0.7,山东省烟台招远市罗山国家森林公园,空气差？那就去山东各大森林公园玩耍吧,"120.48777300198,37.470184148676"
山东·烟台·招远市,招远架旗山游乐园,1301262954,游乐场,,热度 0.0,山东省烟台招远市温泉路龙王庙下村北,大型现代化游乐场所,"120.377093,37.362112"
山东·烟台·芝罘区,张裕集团,3568014444,农家度假,,热度 0.7,山东省烟台市大马路56号,葡萄酒生产经营企业,"121.377552,37.528895"
山东·烟台·芝罘区,烟台张裕酒文化博物馆,3740981495,展馆,4A景区,热度 0.74,山东省烟台市芝罘区大马路56号,展示张裕酒百年文化历史，工业旅游示范点,"121.412547,37.547809"
山东·烟台·芝罘区,烟台勃朗鲁东滑雪场,3093596226,运动健身,,热度 0.0,山东省烟台市芝罘区祥尧街118号,给你更加舒适专业的滑雪体验,"121.356462,37.520932"
山东·枣庄·莲青山,莲青山滑雪场,4117001138,运动健身,,热度 0.0,山东省枣庄是滕州市莲青山,高山滑雪玩的嗨，娱乐休闲好场所,"117.313497,35.270292"
山东·枣庄·山亭区,熊耳山,2689805638,公园,3A景区,热度 0.9,山东省枣庄市山亭区北庄镇毛宅村,"这里的景色,永远都是“无霾模式”","117.631763,35.004837"
山东·枣庄·山亭区,枣庄抱犊崮,717903447,公园,3A景区,热度 0.96,山东省枣庄市山亭区北庄镇抱犊崮国家森林公园,集自然景观、人文景观为一体的名山,"117.722485,34.990148"
山东·枣庄·山亭区,翼云石头部落旅游度假区,4064141371,农家度假,4A景区,热度 0.0,山东省枣庄市山亭区兴隆庄村,山水村有机结合，相映成辉,"117.508888,35.116589"
山东·枣庄·山亭区,翼云湖柜族部落,474724790,农家度假,,热度 0.0,山东省枣庄市山亭区翼云湖境内北侧,体验乡野民族风情,"117.52188,35.119053"
山东·枣庄·台儿庄古城,台儿庄古城滑雪场,3726374132,运动健身,,热度 0.0,枣庄市台儿庄区BRT总站往西1公里路北（湿地公园对过）,品味冰雪的味道，畅玩古城的世界,"117.747008,34.563201"
山东·枣庄·台儿庄区,台儿庄古城,3189624072,文化古迹,5A景区,热度 0.0,山东省枣庄市台儿庄区华兴路东段,被誉为“中华民族扬威不屈之地”,"117.747047,34.563186"
山东·枣庄·台儿庄区,台儿庄运河湿地风景区,891998012,游乐场,3A景区,热度 0.0,山东省枣庄市台儿庄区台儿庄运河湿地景区,提供了充足的水韵，装点了妖娆的柔美,"117.708649,34.559337"
山东·枣庄·台儿庄区,台儿庄湿地水上冰雪乐园,443387309,游乐场,,热度 0.0,山东省枣庄市台儿庄区台儿庄湿地公园对面,既刺激又温馨，娱乐与休闲并存,"117.735209,34.553925"
山东·枣庄·滕州,滕州微山湖红荷湿地景区,3569568286,公园,4A景区,热度 0.0,山东省枣庄市滕州市滨湖镇微山湖湿地红荷旅游区,万顷红荷，百里芦荡，鸥骛翔集，碧水白帆,"116.852158,35.123777"
山东·枣庄·滕州,新盈泰温泉度假村,2854626912,农家度假,4A景区,热度 0.0,山东省枣庄滕州市104国道路西盈泰生态温泉度假村,全世界都在寻找的稀有温泉——铁泉,"117.163063,35.094744"
山东·枣庄·滕州微山湖红荷湿地景区,微山湖湿地博物馆,2002424377,展馆,4A景区,热度 0.0,山东省枣庄市滕州市滨湖镇,采取大量的复原景观，有强烈的趣味和娱乐性,"116.851568,35.135454"
山东·枣庄·薛城区,枣庄金水湾水上乐园,4017892518,游乐场,,热度 0.0,山东省枣庄市薛城区光明大道杨峪风景区水上乐园,山东大型特色水上娱乐王国,"117.421794,34.798324"
山东·枣庄·峄城区,冠世榴园,2072538861,公园,4A景区,热度 0.78,山东省枣庄市峄城区王府山村冠世榴园风景,大型石榴园林，鲁南文化史缩影,"117.552147,34.778484"
山东·淄博,中国课本博物馆,427637971,展馆,,热度 0.0,淄博市高新区中润大道255号印象齐都文化产业园内,教科书的藏书场馆,"118.111912,36.837212"
山东·淄博·博山区,开元溶洞,2390702782,公园,4A景区,热度 0.7,山东省淄博市博山区源泉镇东高村,暮春细雨绵绵来,"118.044356,36.414579"
山东·淄博·博山区,博山五阳湖冰花世界,423261087,运动健身,,热度 0.0,山东省淄博市博山区五阳湖,国家级湿地公园,"117.899698,36.390846"
山东·淄博·桓台县,王士禛纪念馆,1935734855,展馆,,热度 0.0,山东省淄博市桓台县新城镇新立村王士禛纪念馆,建筑系砖木结构，保持典型的明代建筑风格,"117.947191,36.956342"
山东·淄博·临淄区,中国古车博物馆,3933296561,展馆,4A景区,热度 0.7,山东省淄博市临淄区齐陵街道,以车马遗址与文物陈列融为一体的博物馆,"118.393191,36.842114"
山东·淄博·临淄区,管仲纪念馆,2701424259,展馆,3A景区,热度 0.7,山东省淄博市临淄区齐陵街道白山西村,历代宰相文化的专题纪念馆,"118.358499,36.799986"
山东·淄博·临淄区,帕兰·蹴鞠小镇,1601286087,运动健身,,热度 0.0,山东省淄博市临淄区齐陵街道临淄大道168号,蹴鞠小镇于2016年年底开工建设，2018年3月开始试运营，同年4月29日正式开园。蹴鞠小镇投资2.61亿，占地面积39,"118.376751,36.806587"
山东·淄博·张店区,玉黛湖庄园,3120585761,农家度假,3A景区,热度 0.7,山东省淄博市张店区湖田镇309国道旁,淄博市大型生态休闲娱乐场所,"118.151428,36.811804"
山东·淄博·周村区,周村古商城,3119814436,文化古迹,4A景区,热度 0.72,山东省淄博市周村区周村大街296号,周村古老的商业街,"117.848444,36.807"
山东·淄博·淄川区,潭溪山,879463839,自然风光,4A景区,热度 0.0,山东省淄博市淄川区太和镇峨庄石沟村东,面积广阔，植被丰茂，一年四季，各有神韵,"118.205877,36.498761"
山东·淄博·淄川区,蒲松龄纪念馆,2688112792,展馆,,热度 0.0,山东省淄博市淄川区洪山镇蒲家庄聊斋城,既保持了历史风貌，又独具地方特色,"118.015455,36.636556"
山东·淄博·淄川区,聊斋城,1230668921,展馆,4A景区,热度 0.7,山东省淄博市淄川区洪山镇蒲家庄,"如梦似幻聊斋城,唯美了整个大淄川","118.019872,36.63417"
山东·淄博·淄川区,梓橦山滑雪场,1597071853,运动健身,,热度 0.0,山东省淄博市淄川区双杨镇藏梓村梓橦山滑雪场,山东地区标准的大型滑雪旅游度假区,"118.036311,36.675986"
山梨县·山梨县,河口湖八音盒之森美术馆,2043399465,展馆,,热度 0.0,"3077-20 Kawaguchi, Fujikawaguchiko, Minamitsuru District, Yamanashi Prefecture 401-0304日本",仿佛让人以为是回到中古世纪的欧洲,"138.7664483,35.522526"
山西·大同·城区,大同华严寺,1352199069,文化古迹,4A景区,热度 0.72,山西省大同市城区下寺坡街14号,历史之珍品，文物之精华，中华文化之结晶,"113.30328,40.098777"
山西·大同·浑源县,恒山,1944219877,自然风光,4A景区,热度 0.76,山西省大同市浑源县恒山南路,天下道教主流全真派圣地,"113.733277,39.668683"
山西·大同·浑源县,悬空寺,3355415858,文化古迹,4A景区,热度 0.86,山西省大同市浑源县东南郊恒山脚下,蜃楼疑海上，鸟道没云中,"113.723762,39.667706"
山西·大同·南郊区,云冈石窟,3467256297,文化古迹,5A景区,热度 1.0,山西省大同市城西约16公里的武州山南麓,石头写成的千年史卷,"113.139454,40.117323"
山西·大同·南郊区,大同方特欢乐世界,3319947443,游乐场,4A景区,热度 0.0,山西省大同市平城区南环路南侧3666号,神奇的梦幻乐园，给您震撼的玩乐体验,"113.376424,40.068704"
山西·大同·南郊区,大同大学体育馆,3994954626,运动健身,,热度 0.0,山西省大同市南郊区平泉路52号,山西大同大学以及大同市的标志性建筑,"113.362332,40.096988"
山西·晋城·白马寺山森林公园,山西晋城新世纪白马寺滑雪场,667013589,运动健身,,热度 0.0,山西省晋城市白马寺森林公园白马寺滑雪场,为您提供了方便，快捷，舒适的服务,"112.868185,35.559583"
山西·晋城·阳城县,皇城相府,3029001101,文化古迹,5A景区,热度 1.0,山西省晋城市阳城县北留镇皇城村,大美皇城，传统中国年,"112.588586,35.519979"
山西·晋中,龙栖湖休闲度假区,9425180,农家度假,,热度 0.0,晋中市寿阳县南燕竹镇东蔡庄北,油松茂密，风光秀丽，一派秀美风光,"112.963496,37.921699"
山西·晋中·介休市,绵山,1786655746,自然风光,5A景区,热度 0.76,山西省晋中市介休城东南20公里处新地村,佛教禅林——中国清明文化的发源地,"111.955624,36.891096"
山西·晋中·介休市,张壁古堡,1865084465,文化古迹,,热度 0.74,山西省晋中介休市城区东南10公里龙凤乡张壁村,历史悠久，国内罕见的古代地下军事遗址,"111.980239,36.967977"
山西·晋中·灵石县,山西王家大院,2084299625,文化古迹,4A景区,热度 0.82,山西省晋中市灵石县静升镇静升村,汉族传统民俗文化建筑艺术的瑰宝,"111.881551,36.902417"
山西·晋中·灵石县,红崖峡谷滑雪场,2367995272,运动健身,,热度 0.0,山西省晋中市灵石县马和乡小柏沟村,为滑雪者提供了浓郁的滑雪大氛围、大环境,"111.937911,36.875047"
山西·晋中·绵山,水涛沟自然风景区,2677455140,城市观光,,热度 0.0,山西省晋中市介休市绵山,群山环绕，高峰入云,"112.0041611272,36.863692771667"
山西·晋中·平遥古城,平遥国际冰雪乐园,3372211290,游乐场,,热度 0.0,山西省晋中市平遥县108国道（京陵木业向西150米处路南）,带你体验不一样的冰雪奇幻之旅！,"112.209564,37.249116"
山西·晋中·平遥县,平遥古城,3289429100,文化古迹,5A景区,热度 1.0,山西省晋中市平遥县,游览原汁原味古城，感受浓郁的晋商文化气息,"112.190081,37.21041"
山西·晋中·祁县,乔家大院,1203837703,文化古迹,,热度 0.9400000000000001,山西省晋中市祁县乔家堡村,一栋带有历史印记的宅院,"112.44405,37.41108"
山西·晋中·祁县,渠家大院,3799126801,展馆,,热度 0.72,山西省晋中市祁县东大街33号,展现晋商文化研究成果，提示晋商成功奥秘,"112.333965,37.363621"
山西·晋中·榆次区,榆次老城,2848569694,文化古迹,,热度 0.72,山西晋中市榆次府兴路（俞家街）,让时光倒流感受晋中古朴的历史人文,"112.757853,37.685556"
山西·晋中·榆次区,常家庄园,3018191685,公园,4A景区,热度 0.76,山西省晋中市榆次区东阳镇车辋村,制茗于武夷山，拓开万里茶路,"112.644994,37.549626"
山西·晋中·榆次区,榆次明乐庄园,2211595934,农家度假,,热度 0.0,山西省晋中市榆次区修文镇西白村,马术俱乐部，给你不一样的体验,"112.67785,37.584712"
山西·临汾·洪洞县,洪洞大槐树,1593121255,文化古迹,5A景区,热度 1.0,山西省临汾市洪洞县古槐北路公园街002号,问我祖先在何处，山西洪洞大槐树,"111.681287,36.275181"
山西·临汾·吉县,壶口瀑布（山西）,2921190610,自然风光,4A景区,热度 0.8800000000000001,山西省临汾市吉县壶口镇黄河壶口瀑布国家地质公园内,一年四季，欣赏不同时期瀑布恢宏,"110.458711,36.136265"
山西·临汾·曲沃县,晋国博物馆,2087686094,展馆,,热度 0.0,山西省临汾市曲沃县曲村镇晋国博物馆,以晋文化为主题的遗址类博物馆,"111.575378,35.740773"
山西·临汾·襄汾县,丁村民俗博物馆,3583296410,展馆,,热度 0.72,山西省临汾市襄汾县,反映出明、清时代北方农村的村庄格局,"111.427111,35.845978"
山西·临汾·尧都区,尧庙,2690591401,文化古迹,4A景区,热度 0.8400000000000001,山西省临汾市尧都区尧庙村,你不一定了解的临汾市古村落之尧庙村,"111.502607,36.057412"
山西·临汾·尧都区,华门,1574995318,城市观光,4A景区,热度 0.0,山西省临汾市尧都区尧庙村华门景区,一座华夏文明纪念碑,"111.494444,36.058351"
山西·临汾·尧都区,九龙山滑雪场,3872594495,运动健身,,热度 0.0,山西省临汾市尧都区土门镇,感受“激情与速度”的冰雪狂欢,"111.46189,36.175025"
山西·吕梁·汾阳市,汾酒文化景区,2047405565,公园,4A景区,热度 0.7,山西省吕梁汾阳市杏花村,三晋旅游业中的一颗璀璨明珠,"111.91546547504,37.345381097152"
山西·吕梁·汾阳市,贾家庄生态农业园,724597511,农家度假,,热度 0.7,山西省吕梁汾阳市贾家庄,全国农业战线的先进典型,"111.834102,37.302862"
山西·吕梁·汾阳市,贾家庄文化生态旅游景区,2255361319,农家度假,,热度 0.0,汾阳市贾家庄村腾飞路,杏花村外贾家庄，红旗高举在汾阳,"111.833095,37.303122"
山西·朔州·应县,应县木塔,3194548979,文化古迹,4A景区,热度 1.0,山西省朔州市应县城内塔前街,建筑结构国内现存仅此一例,"113.195365,39.571065"
山西·太原,东方宝贝王乐园,2799491776,游乐场,,热度 0.0,太原市朝阳街东方红商城负一层,宝贝们的梦想乐园,"112.596228,37.860633"
山西·太原,抖拍星空艺术馆,2579122333,展馆,,热度 0.0,太原市迎泽区柳巷北路24号老鼠街购物中心3层,太原市内地标网红打卡地,"112.574414,37.875031"
山西·太原·尖草坪区,宇文山庄,423817980,农家度假,,热度 0.0,山西省太原市尖草坪区柏板乡宇文村,一处返璞归真的休闲胜地,"112.521442,38.025753"
山西·太原·尖草坪区,辰憬高尔夫俱乐部,3200732653,运动健身,,热度 0.0,山西省太原市草坪区滨河东路森林公园西门,华北区域内为数较少的城市灯光球场,"112.538042,37.912394"
山西·太原·尖草坪区,NED运动俱乐部,2759872572,运动健身,,热度 0.0,山西太原尖草坪区中北大学滨滨河东路南三公里龙聚院内,多主题项目为一体的综合性运动俱乐部,"112.473752,37.995948"
山西·太原·晋源区,山西晋祠博物馆,374810364,展馆,4A景区,热度 0.76,山西省太原市晋源区晋祠镇,古代祭祀建筑，碑刻等为一体的文化遗产,"112.449588,37.714882"
山西·太原·清徐县,宝源老醋坊,2579517977,城市观光,,热度 0.0,山西太原市清徐县杨房兆路2号,被评为,"112.375196,37.513576"
山西·太原·万柏林区,沐清汇汤泉,2362979963,游乐场,,热度 0.0,山西省太原市万柏林区迎泽西大街100号国际能源中心5层,交通便捷、闹中取静、享优越地理位置,"112.523782,37.863187"
山西·太原·万柏林区,中国煤炭博物馆,1353325785,展馆,4A景区,热度 0.7,山西省太原市万柏林区迎泽西大街2号,国家 级煤炭行业博物馆,"112.534922,37.863402"
山西·太原·万柏林区,晋祠龙山滑雪场,4008726685,运动健身,,热度 0.7,山西省太原市万柏林区旧晋祠路3段609号,娱雪项目丰富多样，滑雪爱好者的天堂,"112.45299833066,37.734702068319"
山西·太原·小店区,悦澜渡温泉水之乐园,3622082282,农家度假,,热度 0.0,山西省太原市小店区民航街五龙滑雪场旁,儿童乐园、游泳健身、果园采摘,"112.65877,37.809776"
山西·太原·小店区,老车文化博物馆,3308450252,展馆,,热度 0.0,太原小店区正阳街36号（坞城南路与正阳街十字路口东600米路南,感受历史，从车轮上的记忆开始,"112.597053,37.72855"
山西·太原·小店区,太原九龙国际滑雪场,2218859570,运动健身,,热度 0.7,山西省太原市小店区九龙滑雪场,滑雪地貌地形开阔平坦，天然植被优良,"112.688283,37.798501"
山西·太原·杏花岭区,东湖醋园,160958630,展馆,4A景区,热度 0.7,山西省太原市杏花岭区马道坡街26号,展示传统与现代老陈醋生产工艺流程,"112.60167,37.884731"
山西·太原·阳曲县,青草坡莱芠小镇,3534693801,农家度假,,热度 0.0,山西省太原市阳曲县黄寨镇上安村,窑洞四合院，极具乡村特色,"112.671143,38.114022"
山西·太原·阳曲县,银湾山庄,3799019357,农家度假,,热度 0.0,山西省太原市阳曲县近郊六固村生态旅游区,银湾山庄位于太原市近郊六固村生态旅游区，这里蓝天白云，青山绿水、泉流溪水，住民俗窑洞，盘坐土炕品味农家饭、品茶会友。可接,"112.299094,38.275264"
山西·太原·迎泽区,双塔寺,956563937,文化古迹,,热度 0.72,山西省太原市迎泽区郝庄乡郝庄村,绿树红墙，龛阁玲珑，肃穆幽静，古香古色,"112.60338,37.853069"
山西·太原·迎泽区,山西博物院,1153095375,展馆,,热度 0.7,太原市万柏林区滨河西路北段13号,我国建馆时间较早的综合性地志博物馆之一,"112.537655,37.871436"
山西·忻州·代县,雁门关,227376430,文化古迹,5A景区,热度 0.72,山西省忻州代县雁门关景区（二广高速新广武出口8公里）,与宁武关、偏关合称为“外三关”,"112.894892,39.168842"
山西·忻州·定襄县,阎锡山故居,2160975357,展馆,4A景区,热度 0.0,山西省忻州市定襄县河边镇1号,反映清末独特的民俗文化和多样的民间艺术,"113.115893,38.595764"
山西·忻州·芦芽山,万年冰洞,1764007341,自然风光,,热度 0.0,山西省忻州市宁武县东寨镇春景洼乡麻地沟村,一冰一火，奇特冰洞,"112.162416,38.959733"
山西·忻州·宁武县,芦芽山,2317316872,自然风光,4A景区,热度 0.72,山西省忻州市宁武县芦芽山游客服务中心,洞内景致玲珑剔透，晶莹夺目，雄伟壮丽,"112.106162,38.822836"
山西·忻州·五台山,五爷庙,3193097288,文化古迹,,热度 0.0,山西省忻州市五台县五台山风景区,檐建繁复，在五台山殿建中别具一格,"113.60863542041,38.983173091396"
山西·忻州·五台县,五台山,2869401961,自然风光,5A景区,热度 1.0,山西省忻州市五台县台怀镇,兼有汉地和藏传佛教的佛教道场,"113.596375,38.984397"
山西·忻州·五台县,罗睺寺,4031301948,文化古迹,,热度 0.0,山西忻州五台县台怀镇,寺内两幢木构小楼以接待十方客人而闻名,"113.604008,39.015049"
山西·忻州·忻府区,禹王洞,1715865888,自然风光,,热度 0.7,山西省忻州市忻府区禹王洞景区,处于太原与五台山旅游热线的必经之地,"112.833218,38.310672"
山西·忻州·忻府区,顿村滑雪场,3590955026,运动健身,,热度 0.7,山西省忻州市忻府区顿村顿奇公路,雪场比邻多处旅游名胜，滑雪时可饱览胜景,"112.71008306439,38.501490331964"
山西·阳泉·平定县,娘子关,4217481700,文化古迹,,热度 1.0,山西省阳泉市平定县娘子关镇娘子关村,都说不到长城非好汉，那你到过娘子关吗,"113.886837,37.971435"
山西·阳泉·盂县,藏山风景区,1920422407,自然风光,4A景区,热度 0.8400000000000001,山西省阳泉市盂县苌池镇藏山村,峻极于天，鸟语花香，飞瀑流泉,"113.375446,38.226884"
山西·阳泉·盂县,华北奕丰生态园,3700548285,农家度假,,热度 0.0,山西省阳泉市盂县孙家庄镇（阳五高速盂县东出口往西100米),国家休闲农业与乡村旅游的示范点,"113.470917,38.095429"
